interval,timestamp,mg1.x,mg1.y,mg1.z
9.0,77130879.89999995,-10946.680690430174,-109840.36772957281,286683.3749610041
9.0,77130879.94999994,4681.75603884033,-93336.72800565713,256060.4780019439
10.0,77130880.0,17546.72516853867,-102567.54732901206,268575.2492242395
10.0,77130880.05,-23470.337702136614,-99941.80283180266,273658.1538920348
10.0,77130880.1,12107.99545242885,-102271.5785180245,269722.4645910306
10.0,77130880.14999999,-15058.279430069826,-99625.6759833385,271589.6120313115
10.0,77130880.19999999,2893.998175091083,-101750.33550391835,271290.22784486075
10.0,77130880.24999999,-5633.432852260556,-99601.38341632273,270076.66955579695
10.0,77130880.29999998,-3928.7959774590972,-100768.04030080157,271743.9360654695
10.0,77130880.34999998,717.2896016826155,-101437.41067126772,271135.07524216257
10.0,77130880.39999998,-5435.681644398823,-100648.6295971578,271148.6585329292
10.0,77130880.44999997,-323.4054964940169,-101669.56553477717,272485.7984756136
10.0,77130880.49999997,-4223.419548640402,-99109.5777688302,268891.9370556072
10.0,77130880.54999997,-2913.9808854121075,-102664.60842657337,273835.40161885944
10.0,77130880.59999996,-2172.7839384455983,-99930.88312501385,268839.92804426624
10.0,77130880.64999996,-4517.661405599898,-101886.08739669918,272148.9445972729
10.0,77130880.69999996,-3346.225034352725,-102856.91249055695,273273.3501652382
10.0,77130880.74999996,-2605.2118840055846,-99369.59113690909,267080.4769943534
10.0,77130880.79999995,-6984.108119549344,-106805.35858680049,280339.8124378208
10.0,77130880.84999995,1232.378163384443,-95726.67501580527,260154.0222662696
10.0,77130880.89999995,-11172.177214262003,-109775.43446089361,286328.7442459049
10.0,77130880.94999994,4241.842233049735,-93551.7746109431,255861.9298118063
11.0,77130881.0,17388.268379667774,-102319.00152448827,268311.7420953895
11.0,77130881.05,-23509.058995595435,-99934.32996427923,273566.40938805835
11.0,77130881.1,11701.62964635913,-101794.38247062844,269017.4650127459
11.0,77130881.14999999,-15248.599537407592,-99438.7440454088,271184.1874499982
11.0,77130881.19999999,2399.3142703482745,-101433.01232058826,270983.12105817697
11.0,77130881.24999999,-5971.250010136419,-99666.46121368995,269909.0137008801
11.0,77130881.29999998,-3805.525016008204,-101644.63055033382,271875.8520865585
11.0,77130881.34999998,238.8288641022706,-101497.67560912174,270644.0294163119
11.0,77130881.39999998,-6244.615829145399,-99744.04085812578,270038.4186686237
11.0,77130881.44999997,-729.6692396617077,-101713.10457229646,271949.53006553825
11.0,77130881.49999997,-4489.894078076256,-99968.52504342665,268994.17921885493
